primaryIdentifier,organism.shortName,pathways.identifier,pathways.name,pathways.link
SGD:S000003152,S. cerevisiae,PTWY:HOMOCYS-CYS-CONVERT,homocysteine and cysteine interconversion,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=HOMOCYS-CYS-CONVERT
SGD:S000003152,S. cerevisiae,PTWY:PWY-821-1,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-821-1
SGD:S000004274,S. cerevisiae,PTWY:YEAST-FAO-PWY,fatty acid oxidation pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-FAO-PWY
SGD:S000002236,S. cerevisiae,PTWY:GLYOXYLATE-BYPASS,glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLYOXYLATE-BYPASS
SGD:S000002236,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000004954,S. cerevisiae,PTWY:PWY3O-13,superpathway of glutamate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-13
SGD:S000005706,S. cerevisiae,PTWY:YEAST-FAO-PWY,fatty acid oxidation pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-FAO-PWY
SGD:S000002481,S. cerevisiae,PTWY:TRESYN-PWY,trehalose biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TRESYN-PWY
SGD:S000000233,S. cerevisiae,PTWY:PHOS-PWY,superpathway of phosphatidic acid and phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOS-PWY
SGD:S000000233,S. cerevisiae,PTWY:PWY3O-103,CDP-diacylglycerol biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-103
SGD:S000003389,S. cerevisiae,PTWY:PHOSLIPSYN2-PWY-1,phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOSLIPSYN2-PWY-1
SGD:S000003389,S. cerevisiae,PTWY:PHOS-PWY,superpathway of phosphatidic acid and phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOS-PWY
SGD:S000003389,S. cerevisiae,PTWY:PWY3O-2,superpathway of phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-2
SGD:S000000510,S. cerevisiae,PTWY:PHOSLIPSYN2-PWY-1,phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOSLIPSYN2-PWY-1
SGD:S000000510,S. cerevisiae,PTWY:PHOS-PWY,superpathway of phosphatidic acid and phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOS-PWY
SGD:S000000510,S. cerevisiae,PTWY:PWY3O-2,superpathway of phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-2
SGD:S000001487,S. cerevisiae,PTWY:SPHINGOLIPID-SYN-PWY-1,sphingolipid biosynthesis (yeast),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=SPHINGOLIPID-SYN-PWY-1
SGD:S000006317,S. cerevisiae,PTWY:PHOS-PWY,superpathway of phosphatidic acid and phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOS-PWY
SGD:S000006317,S. cerevisiae,PTWY:PWY3O-2,superpathway of phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-2
SGD:S000006317,S. cerevisiae,PTWY:PWY3O-3,phosphatidylinositol biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-3
SGD:S000003402,S. cerevisiae,PTWY:PHOSLIPSYN2-PWY-1,phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOSLIPSYN2-PWY-1
SGD:S000003402,S. cerevisiae,PTWY:PHOS-PWY,superpathway of phosphatidic acid and phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOS-PWY
SGD:S000003402,S. cerevisiae,PTWY:PWY3O-2,superpathway of phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-2
SGD:S000003402,S. cerevisiae,PTWY:PWY-5669,phosphatidylethanolamine biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5669
SGD:S000005113,S. cerevisiae,PTWY:PHOSLIPSYN2-PWY-1,phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOSLIPSYN2-PWY-1
SGD:S000005113,S. cerevisiae,PTWY:PHOS-PWY,superpathway of phosphatidic acid and phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOS-PWY
SGD:S000005113,S. cerevisiae,PTWY:PWY3O-2,superpathway of phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-2
SGD:S000005113,S. cerevisiae,PTWY:PWY-5669,phosphatidylethanolamine biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5669
SGD:S000000828,S. cerevisiae,PTWY:PHOSLIPSYN2-PWY-1,phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOSLIPSYN2-PWY-1
SGD:S000000828,S. cerevisiae,PTWY:PHOS-PWY,superpathway of phosphatidic acid and phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOS-PWY
SGD:S000000828,S. cerevisiae,PTWY:PWY3O-2,superpathway of phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-2
SGD:S000000828,S. cerevisiae,PTWY:PWY-5669,phosphatidylethanolamine biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5669
SGD:S000001805,S. cerevisiae,PTWY:GLUCONEO-PWY-1,gluconeogenesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCONEO-PWY-1
SGD:S000004711,S. cerevisiae,PTWY:GLYCOCAT-YEAST-PWY,glycogen catabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLYCOCAT-YEAST-PWY
SGD:S000004711,S. cerevisiae,PTWY:PWY3O-1565,dolichyl glucosyl phosphate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-1565
SGD:S000004711,S. cerevisiae,PTWY:PWY3O-4031,glycogen biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4031
SGD:S000004711,S. cerevisiae,PTWY:YEAST-GALACT-METAB-PWY,galactose degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-GALACT-METAB-PWY
SGD:S000001610,S. cerevisiae,PTWY:GLYCOCAT-YEAST-PWY,glycogen catabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLYCOCAT-YEAST-PWY
SGD:S000001610,S. cerevisiae,PTWY:PWY3O-1565,dolichyl glucosyl phosphate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-1565
SGD:S000001610,S. cerevisiae,PTWY:PWY3O-4031,glycogen biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4031
SGD:S000001610,S. cerevisiae,PTWY:YEAST-GALACT-METAB-PWY,galactose degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-GALACT-METAB-PWY
SGD:S000001509,S. cerevisiae,PTWY:GLUT-REDOX2-PWY,glutathione-glutaredoxin redox reactions,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUT-REDOX2-PWY
SGD:S000000448,S. cerevisiae,PTWY:GLUT-REDOX2-PWY,glutathione-glutaredoxin redox reactions,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUT-REDOX2-PWY
SGD:S000001849,S. cerevisiae,PTWY:PWY3O-123,dolichyl phosphate D-mannose biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-123
SGD:S000004833,S. cerevisiae,PTWY:ERGOSTEROL-SYN-PWY-1,superpathway of ergosterol biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ERGOSTEROL-SYN-PWY-1
SGD:S000004833,S. cerevisiae,PTWY:IPPSYN-PWY,mevalonate pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=IPPSYN-PWY
SGD:S000004833,S. cerevisiae,PTWY:PWY-922,mevalonate pathway I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-922
SGD:S000001345,S. cerevisiae,PTWY:PANTOSYN2-PWY,pantothenate and coenzyme A biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PANTOSYN2-PWY
SGD:S000005654,S. cerevisiae,PTWY:DENOVOPURINE2-PWY,superpathway of purine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE2-PWY
SGD:S000005654,S. cerevisiae,PTWY:DENOVOPURINE3-PWY,de novo biosynthesis of purine nucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE3-PWY
SGD:S000005654,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000005654,S. cerevisiae,PTWY:PWY3O-285,superpathway of purine biosynthesis and salvage pathways,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-285
SGD:S000002414,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000002414,S. cerevisiae,PTWY:COMPLETE-ARO-PWY-1,superpathway of aromatic amino acid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=COMPLETE-ARO-PWY-1
SGD:S000002816,S. cerevisiae,PTWY:DENOVOPURINE2-PWY,superpathway of purine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE2-PWY
SGD:S000002816,S. cerevisiae,PTWY:DENOVOPURINE3-PWY,de novo biosynthesis of purine nucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE3-PWY
SGD:S000002816,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000002816,S. cerevisiae,PTWY:PWY3O-285,superpathway of purine biosynthesis and salvage pathways,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-285
SGD:S000004915,S. cerevisiae,PTWY:DENOVOPURINE2-PWY,superpathway of purine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE2-PWY
SGD:S000004915,S. cerevisiae,PTWY:DENOVOPURINE3-PWY,de novo biosynthesis of purine nucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE3-PWY
SGD:S000004915,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000004915,S. cerevisiae,PTWY:PWY3O-285,superpathway of purine biosynthesis and salvage pathways,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-285
SGD:S000003440,S. cerevisiae,PTWY:PWY3O-261,superpathway of serine and glycine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-261
SGD:S000003440,S. cerevisiae,PTWY:SERSYN-PWY,L-serine biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=SERSYN-PWY
SGD:S000004622,S. cerevisiae,PTWY:PANTOSYN2-PWY,pantothenate and coenzyme A biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PANTOSYN2-PWY
SGD:S000004622,S. cerevisiae,PTWY:PWY-5760-1,&beta;-alanine biosynthesis IV,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5760-1
SGD:S000002364,S. cerevisiae,PTWY:PWY3O-50,tetrapyrrole biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-50
SGD:S000002364,S. cerevisiae,PTWY:PWY3O-69,superpathway of heme and siroheme biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-69
SGD:S000002849,S. cerevisiae,PTWY:PWY3O-285,superpathway of purine biosynthesis and salvage pathways,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-285
SGD:S000005747,S. cerevisiae,PTWY:PWY3O-10,"fatty acid biosynthesis, initial steps",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-10
SGD:S000005747,S. cerevisiae,PTWY:PWY3O-5962,"superpathway of fatty acid biosynthesis, saturated and unsaturated",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-5962
SGD:S000005747,S. cerevisiae,PTWY:PWY3O-6336,"superpathway of fatty acid biosynthesis, saturated",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6336
SGD:S000005260,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000005260,S. cerevisiae,PTWY:COMPLETE-ARO-PWY-1,superpathway of aromatic amino acid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=COMPLETE-ARO-PWY-1
SGD:S000005260,S. cerevisiae,PTWY:PWY3O-4153,phenylalanine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4153
SGD:S000000370,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000000370,S. cerevisiae,PTWY:COMPLETE-ARO-PWY-1,superpathway of aromatic amino acid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=COMPLETE-ARO-PWY-1
SGD:S000004132,S. cerevisiae,PTWY:ARGDEG-YEAST-PWY,arginine degradation (aerobic),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ARGDEG-YEAST-PWY
SGD:S000002403,S. cerevisiae,PTWY:PWY3O-17,thiamine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-17
SGD:S000001674,S. cerevisiae,PTWY:PWY-6482-1,diphthamide biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6482-1
SGD:S000001365,S. cerevisiae,PTWY:PWY-6482-1,diphthamide biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6482-1
SGD:S000005651,S. cerevisiae,PTWY:PWY3O-19,ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-19
SGD:S000005651,S. cerevisiae,PTWY:PWY3O-862,superpathway of ubiquinone biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-862
SGD:S000005944,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000005944,S. cerevisiae,PTWY:FOLSYN-PWY-1,superpathway of tetrahydrofolate biosynthesis and salvage,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=FOLSYN-PWY-1
SGD:S000005944,S. cerevisiae,PTWY:PWY-2201,folate transformations I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-2201
SGD:S000005944,S. cerevisiae,PTWY:PWY3O-20,folate polyglutamylation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-20
SGD:S000005944,S. cerevisiae,PTWY:PWY3O-697,folate interconversions,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-697
SGD:S000000764,S. cerevisiae,PTWY:PWY3O-351,superpathway of methionine salvage pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-351
SGD:S000000816,S. cerevisiae,PTWY:HEME-BIOSYNTHESIS-II,heme b biosynthesis I (aerobic),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=HEME-BIOSYNTHESIS-II
SGD:S000000816,S. cerevisiae,PTWY:PWY3O-69,superpathway of heme and siroheme biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-69
SGD:S000004801,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000004801,S. cerevisiae,PTWY:FOLSYN-PWY-1,superpathway of tetrahydrofolate biosynthesis and salvage,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=FOLSYN-PWY-1
SGD:S000004801,S. cerevisiae,PTWY:PWY-2201,folate transformations I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-2201
SGD:S000004801,S. cerevisiae,PTWY:PWY3O-697,folate interconversions,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-697
SGD:S000004199,S. cerevisiae,PTWY:PWY3O-1,salvage pathways of purines and their nucleosides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-1
SGD:S000004199,S. cerevisiae,PTWY:PWY3O-2220,"salvage pathways of adenine, hypoxanthine and their nucleosides",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-2220
SGD:S000004199,S. cerevisiae,PTWY:PWY3O-236,nicotinate riboside salvage pathway II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-236
SGD:S000004199,S. cerevisiae,PTWY:PWY3O-285,superpathway of purine biosynthesis and salvage pathways,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-285
SGD:S000004199,S. cerevisiae,PTWY:PWY3O-4158,superpathway of NAD biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4158
SGD:S000004199,S. cerevisiae,PTWY:PWY3O-96,nicotinamide riboside salvage pathway II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-96
SGD:S000003736,S. cerevisiae,PTWY:GLYOXYLATE-BYPASS,glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLYOXYLATE-BYPASS
SGD:S000003736,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000003736,S. cerevisiae,PTWY:TCA-EUK-PWY,"TCA cycle, aerobic respiration",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TCA-EUK-PWY
SGD:S000000755,S. cerevisiae,PTWY:PLPSAL-PWY,pyridoxal 5'-phosphate salvage I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PLPSAL-PWY
SGD:S000001004,S. cerevisiae,PTWY:PWY3O-1565,dolichyl glucosyl phosphate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-1565
SGD:S000001004,S. cerevisiae,PTWY:PWY3O-4031,glycogen biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4031
SGD:S000000239,S. cerevisiae,PTWY:PLPSAL-PWY,pyridoxal 5'-phosphate salvage I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PLPSAL-PWY
SGD:S000000422,S. cerevisiae,PTWY:ASPBIO-PWY,aspartate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ASPBIO-PWY
SGD:S000000422,S. cerevisiae,PTWY:GLUCONEO-PWY-1,gluconeogenesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCONEO-PWY-1
SGD:S000000422,S. cerevisiae,PTWY:PWY3O-7,superpathway of threonine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-7
SGD:S000000422,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000000422,S. cerevisiae,PTWY:TCA-EUK-PWY,"TCA cycle, aerobic respiration",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TCA-EUK-PWY
SGD:S000003030,S. cerevisiae,PTWY:ASPBIO-PWY,aspartate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ASPBIO-PWY
SGD:S000003030,S. cerevisiae,PTWY:GLUCONEO-PWY-1,gluconeogenesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCONEO-PWY-1
SGD:S000003030,S. cerevisiae,PTWY:PWY3O-7,superpathway of threonine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-7
SGD:S000003030,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000003030,S. cerevisiae,PTWY:TCA-EUK-PWY,"TCA cycle, aerobic respiration",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TCA-EUK-PWY
SGD:S000005874,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000005874,S. cerevisiae,PTWY:GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLYCOLYSIS
SGD:S000000036,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000000036,S. cerevisiae,PTWY:GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLYCOLYSIS
SGD:S000001943,S. cerevisiae,PTWY:NADSYN-PWY,NAD de novo biosynthesis II (from tryptophan),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=NADSYN-PWY
SGD:S000001943,S. cerevisiae,PTWY:PWY3O-4158,superpathway of NAD biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4158
SGD:S000001943,S. cerevisiae,PTWY:PWY-5653,NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5653
SGD:S000001943,S. cerevisiae,PTWY:TRYPTOPHAN-DEGRADATION-1,L-tryptophan degradation III (eukaryotic),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TRYPTOPHAN-DEGRADATION-1
SGD:S000000515,S. cerevisiae,PTWY:BRANCHED-CHAIN-AA-SYN-PWY-1,superpathway of branched chain amino acid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=BRANCHED-CHAIN-AA-SYN-PWY-1
SGD:S000000515,S. cerevisiae,PTWY:PWY3O-335,acetoin biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-335
SGD:S000000515,S. cerevisiae,PTWY:PWY3O-981,superpathway of acetoin and butanediol biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-981
SGD:S000002644,S. cerevisiae,PTWY:YEAST-RIBOSYN-PWY,"riboflavin, FMN and FAD biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-RIBOSYN-PWY
SGD:S000000460,S. cerevisiae,PTWY:YEAST-RIBOSYN-PWY,"riboflavin, FMN and FAD biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-RIBOSYN-PWY
SGD:S000003412,S. cerevisiae,PTWY:DENOVOPURINE2-PWY,superpathway of purine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE2-PWY
